order_date,order_id,fk_buyer_id,fk_depot_id,sales_order_status,creation_time,,,,,,,
1-Jul-21,137256,95952,3,Rejected,50:49.0,,,,,,,
1-Jul-21,135948,47956,1,Rejected,51:15.0,,,,,,,
1-Jul-21,134865,22784,1,Rejected,51:48.0,,,,,,,
1-Jul-21,298440,218516,8,Rejected,51:52.0,,,,,,,
1-Jul-21,138270,118012,8,Rejected,52:04.0,,,,,,,
1-Jul-21,132354,63576,3,Shipped,52:27.0,,,,,,,
1-Jul-21,297597,218120,4,Shipped,52:35.0,,,,,,,
1-Jul-21,123105,99896,9,Rejected,52:58.0,,,,,,,
1-Jul-21,131157,91656,1,Rejected,53:09.0,,,,,,,
1-Jul-21,130572,53008,8,Rejected,54:23.0,,,,,,,
1-Jul-21,297861,187352,5,Rejected,54:42.0,,,,,,,
1-Jul-21,133905,53368,9,Shipped,55:09.0,,,,,,,
1-Jul-21,120381,86416,7,Rejected,55:50.0,,,,,,,
1-Jul-21,296997,161572,11,Shipped,56:00.0,,,,,,,
1-Jul-21,122739,79536,2,Shipped,56:32.0,,,,,,,
1-Jul-21,129057,76624,2,Rejected,56:45.0,,,,,,,
1-Jul-21,126264,107156,4,Rejected,57:06.0,,,,,,,
1-Jul-21,121017,101324,3,Rejected,57:28.0,,,,,,,
1-Jul-21,122679,84612,8,Rejected,57:38.0,,,,,,,
1-Jul-21,133911,57040,9,Rejected,57:56.0,,,,,,,
1-Jul-21,124074,47312,2,Rejected,58:09.0,,,,,,,
1-Jul-21,296739,179824,11,Rejected,58:10.0,,,,,,,
1-Jul-21,128664,59696,9,Shipped,58:38.0,,,,,,,
1-Jul-21,135132,30580,1,Shipped,58:40.0,,,,,,,
1-Jul-21,123660,55284,8,Rejected,58:49.0,,,,,,,
1-Jul-21,125271,74092,8,Rejected,58:57.0,,,,,,,
1-Jul-21,126864,36128,5,Shipped,59:01.0,,,,,,,
1-Jul-21,136524,47128,5,Rejected,59:16.0,,,,,,,
2-Jul-21,126987,77116,7,Shipped,00:44.0,,,,,,,
2-Jul-21,128568,42388,5,Rejected,01:44.0,,,,,,,
2-Jul-21,123138,73688,2,Shipped,02:41.0,,,,,,,
2-Jul-21,125013,62728,8,Rejected,03:01.0,,,,,,,
2-Jul-21,120849,98504,9,Rejected,03:19.0,,,,,,,
2-Jul-21,122841,103448,3,Rejected,03:58.0,,,,,,,
2-Jul-21,121992,94972,3,Shipped,04:51.0,,,,,,,
2-Jul-21,129198,109352,1,Rejected,05:14.0,,,,,,,
2-Jul-21,135432,101064,9,Rejected,05:20.0,,,,,,,
2-Jul-21,126333,95248,8,Rejected,05:27.0,,,,,,,
2-Jul-21,297990,53424,9,Shipped,05:40.0,,,,,,,
2-Jul-21,123405,35628,1,Shipped,05:54.0,,,,,,,
2-Jul-21,120204,39432,1,Shipped,06:05.0,,,,,,,
2-Jul-21,128160,94968,3,Rejected,06:20.0,,,,,,,
2-Jul-21,120741,79872,3,Shipped,06:54.0,,,,,,,
2-Jul-21,126045,107108,2,Rejected,07:02.0,,,,,,,
2-Jul-21,134496,38008,1,Shipped,07:17.0,,,,,,,
2-Jul-21,130917,108748,9,Rejected,07:26.0,,,,,,,
2-Jul-21,128007,109160,1,Rejected,07:27.0,,,,,,,
2-Jul-21,129837,110860,9,Rejected,07:36.0,,,,,,,
2-Jul-21,129654,70124,5,Shipped,07:48.0,,,,,,,
2-Jul-21,120495,100764,2,Rejected,07:50.0,,,,,,,
2-Jul-21,297228,75356,10,Shipped,09:08.0,,,,,,,
2-Jul-21,134874,20672,1,Shipped,09:47.0,,,,,,,
2-Jul-21,126894,2712,1,Shipped,10:24.0,,,,,,,
2-Jul-21,128238,54516,1,Shipped,10:53.0,,,,,,,
2-Jul-21,134379,48016,8,Rejected,11:05.0,,,,,,,
2-Jul-21,120540,54824,8,Shipped,11:22.0,,,,,,,
2-Jul-21,124173,99256,9,Rejected,11:33.0,,,,,,,
2-Jul-21,132006,112732,1,Rejected,11:41.0,,,,,,,
2-Jul-21,123120,101992,8,Rejected,11:45.0,,,,,,,
2-Jul-21,127473,19324,1,Shipped,11:49.0,,,,,,,
2-Jul-21,134877,94168,3,Rejected,11:50.0,,,,,,,
2-Jul-21,128583,18724,1,Shipped,12:00.0,,,,,,,
2-Jul-21,123606,96644,8,Rejected,12:02.0,,,,,,,
2-Jul-21,135315,54456,8,Shipped,12:08.0,,,,,,,
2-Jul-21,124029,42088,8,Rejected,12:29.0,,,,,,,
2-Jul-21,120333,100616,2,Rejected,13:00.0,,,,,,,
2-Jul-21,129576,24412,1,Shipped,13:08.0,,,,,,,
2-Jul-21,131106,8300,1,Rejected,13:52.0,,,,,,,
2-Jul-21,133320,113748,8,Rejected,14:07.0,,,,,,,
2-Jul-21,121254,68124,2,Rejected,14:13.0,,,,,,,
2-Jul-21,124740,65864,9,Rejected,14:49.0,,,,,,,
2-Jul-21,132900,26492,1,Shipped,14:52.0,,,,,,,
2-Jul-21,124818,32808,1,Shipped,15:32.0,,,,,,,
2-Jul-21,125025,19312,1,Rejected,15:47.0,,,,,,,
2-Jul-21,129717,107648,5,Rejected,15:57.0,,,,,,,
2-Jul-21,120402,87076,8,Rejected,16:43.0,,,,,,,
2-Jul-21,124638,79652,8,Rejected,17:03.0,,,,,,,
2-Jul-21,136824,77528,9,Shipped,17:17.0,,,,,,,
2-Jul-21,125775,73608,3,Rejected,17:24.0,,,,,,,
2-Jul-21,125568,81036,5,Shipped,17:26.0,,,,,,,
2-Jul-21,296916,158056,3,Rejected,17:29.0,,,,,,,
2-Jul-21,298329,27188,1,Shipped,17:39.0,,,,,,,
2-Jul-21,127479,89344,8,Shipped,18:04.0,,,,,,,
2-Jul-21,129123,49636,1,Shipped,18:06.0,,,,,,,
2-Jul-21,133821,114312,3,Rejected,18:07.0,,,,,,,
2-Jul-21,134448,38752,1,Rejected,18:18.0,,,,,,,
2-Jul-21,125871,29292,5,Shipped,18:49.0,,,,,,,
2-Jul-21,124896,92600,9,Shipped,18:50.0,,,,,,,
2-Jul-21,133638,112320,2,Rejected,19:05.0,,,,,,,
2-Jul-21,125448,30088,5,Shipped,19:21.0,,,,,,,
2-Jul-21,128250,90500,4,Rejected,19:27.0,,,,,,,
2-Jul-21,128391,93876,9,Rejected,19:29.0,,,,,,,
2-Jul-21,134238,33112,5,Shipped,20:13.0,,,,,,,
2-Jul-21,130494,80848,8,Rejected,20:15.0,,,,,,,
2-Jul-21,127011,74724,4,Shipped,20:16.0,,,,,,,
2-Jul-21,129489,49508,9,Rejected,20:21.0,,,,,,,
2-Jul-21,132624,113304,1,Rejected,20:46.0,,,,,,,
2-Jul-21,135336,51828,9,Rejected,21:09.0,,,,,,,
2-Jul-21,138138,41772,5,Shipped,21:27.0,,,,,,,
2-Jul-21,123684,72788,1,Rejected,22:03.0,,,,,,,
2-Jul-21,132219,54080,9,Rejected,22:25.0,,,,,,,
2-Jul-21,128397,59892,8,Rejected,22:35.0,,,,,,,
2-Jul-21,124107,87992,8,Shipped,23:14.0,,,,,,,
2-Jul-21,128751,85212,4,Rejected,23:15.0,,,,,,,
2-Jul-21,130344,73832,9,Shipped,23:21.0,,,,,,,
2-Jul-21,132855,86520,2,Rejected,23:36.0,,,,,,,
2-Jul-21,132858,23140,1,Shipped,24:21.0,,,,,,,
2-Jul-21,120249,38368,1,Shipped,25:02.0,,,,,,,
2-Jul-21,298023,89864,9,Rejected,25:10.0,,,,,,,
2-Jul-21,120525,60804,2,Rejected,25:11.0,,,,,,,
2-Jul-21,137565,21164,1,Shipped,25:18.0,,,,,,,
2-Jul-21,120435,94044,9,Rejected,25:27.0,,,,,,,
2-Jul-21,134574,70808,2,Rejected,25:39.0,,,,,,,
2-Jul-21,127737,108764,9,Shipped,26:07.0,,,,,,,
2-Jul-21,127491,56604,9,Shipped,26:20.0,,,,,,,
2-Jul-21,137289,116560,1,Shipped,26:40.0,,,,,,,
2-Jul-21,124692,80192,3,Rejected,26:44.0,,,,,,,
2-Jul-21,130881,100240,9,Rejected,26:45.0,,,,,,,
2-Jul-21,125880,95600,5,Shipped,26:51.0,,,,,,,
2-Jul-21,122022,101236,1,Rejected,26:55.0,,,,,,,
2-Jul-21,124194,71744,1,Shipped,26:58.0,,,,,,,
2-Jul-21,124647,82228,5,Rejected,27:16.0,,,,,,,
2-Jul-21,136854,64088,2,Shipped,28:04.0,,,,,,,
2-Jul-21,135759,112484,9,Shipped,28:12.0,,,,,,,
2-Jul-21,121815,83784,8,Rejected,28:34.0,,,,,,,
2-Jul-21,132870,47924,1,Shipped,28:58.0,,,,,,,
2-Jul-21,132906,27120,5,Shipped,28:59.0,,,,,,,
2-Jul-21,129141,98392,2,Shipped,29:22.0,,,,,,,
2-Jul-21,127497,76516,8,Rejected,29:35.0,,,,,,,
2-Jul-21,134979,52368,9,Shipped,29:45.0,,,,,,,
2-Jul-21,120405,86692,9,Rejected,29:51.0,,,,,,,
2-Jul-21,126348,91800,1,Rejected,29:53.0,,,,,,,
2-Jul-21,135351,36128,5,Rejected,30:17.0,,,,,,,
2-Jul-21,296928,66328,8,Rejected,30:24.0,,,,,,,
2-Jul-21,120114,54492,5,Rejected,30:50.0,,,,,,,
2-Jul-21,123372,75204,4,Rejected,30:56.0,,,,,,,
2-Jul-21,124302,89344,8,Shipped,31:00.0,,,,,,,
2-Jul-21,134775,28300,5,Rejected,31:14.0,,,,,,,
2-Jul-21,122964,18652,1,Rejected,31:18.0,,,,,,,
2-Jul-21,132954,94300,1,Rejected,31:32.0,,,,,,,
2-Jul-21,126648,30856,1,Shipped,31:45.0,,,,,,,
2-Jul-21,120345,48096,8,Rejected,31:48.0,,,,,,,
2-Jul-21,124650,46944,8,Rejected,31:57.0,,,,,,,
2-Jul-21,123528,104172,9,Shipped,32:20.0,,,,,,,
2-Jul-21,127746,108876,4,Rejected,32:36.0,,,,,,,
2-Jul-21,122412,100408,3,Rejected,33:00.0,,,,,,,
2-Jul-21,127140,103548,8,Rejected,33:05.0,,,,,,,
2-Jul-21,129978,110860,9,Shipped,33:10.0,,,,,,,
2-Jul-21,127437,99596,2,Rejected,33:24.0,,,,,,,
2-Jul-21,128868,88640,4,Shipped,33:24.0,,,,,,,
2-Jul-21,129306,110292,1,Rejected,33:25.0,,,,,,,
2-Jul-21,130752,33992,8,Rejected,33:41.0,,,,,,,
2-Jul-21,122034,96572,4,Shipped,33:51.0,,,,,,,
2-Jul-21,124929,30088,5,Shipped,33:56.0,,,,,,,
2-Jul-21,129225,77336,2,Rejected,34:04.0,,,,,,,
2-Jul-21,124932,105984,9,Shipped,34:23.0,,,,,,,
2-Jul-21,125583,5020,1,Rejected,34:43.0,,,,,,,
2-Jul-21,298107,47924,1,Rejected,34:47.0,,,,,,,
2-Jul-21,127674,49164,9,Rejected,34:52.0,,,,,,,
2-Jul-21,119895,48308,5,Rejected,35:01.0,,,,,,,
2-Jul-21,135072,101728,3,Rejected,35:04.0,,,,,,,
2-Jul-21,136134,116456,3,Rejected,35:16.0,,,,,,,
2-Jul-21,128472,73384,1,Rejected,35:31.0,,,,,,,
2-Jul-21,123534,79532,2,Shipped,35:50.0,,,,,,,
2-Jul-21,133017,97984,5,Shipped,35:50.0,,,,,,,
2-Jul-21,137229,94968,3,Rejected,35:55.0,,,,,,,
2-Jul-21,130533,61960,9,Rejected,35:59.0,,,,,,,
2-Jul-21,136053,91952,4,Shipped,36:04.0,,,,,,,
2-Jul-21,126141,93788,3,Rejected,36:07.0,,,,,,,
2-Jul-21,129045,44684,8,Shipped,36:19.0,,,,,,,
2-Jul-21,135519,43844,9,Shipped,36:35.0,,,,,,,
2-Jul-21,129279,79224,3,Shipped,37:07.0,,,,,,,
2-Jul-21,122517,47444,8,Shipped,37:08.0,,,,,,,
2-Jul-21,122775,74612,4,Shipped,37:10.0,,,,,,,
2-Jul-21,133950,90784,2,Shipped,37:26.0,,,,,,,
2-Jul-21,123552,85212,4,Rejected,37:37.0,,,,,,,
2-Jul-21,129723,58072,5,Shipped,38:09.0,,,,,,,
2-Jul-21,125343,85068,8,Rejected,38:14.0,,,,,,,
2-Jul-21,120300,100488,9,Rejected,38:37.0,,,,,,,
2-Jul-21,134361,73632,3,Shipped,38:49.0,,,,,,,
2-Jul-21,134832,29788,1,Rejected,39:45.0,,,,,,,
2-Jul-21,121377,101688,1,Rejected,39:55.0,,,,,,,
2-Jul-21,125376,44684,8,Rejected,39:56.0,,,,,,,
2-Jul-21,134835,29788,1,Rejected,40:46.0,,,,,,,
2-Jul-21,125346,86976,8,Rejected,40:53.0,,,,,,,
2-Jul-21,297846,202176,9,Rejected,41:27.0,,,,,,,
2-Jul-21,136191,56736,8,Rejected,41:35.0,,,,,,,
2-Jul-21,121833,88632,2,Rejected,41:47.0,,,,,,,
2-Jul-21,135993,55308,1,Rejected,41:55.0,,,,,,,
2-Jul-21,298488,220136,5,Rejected,42:06.0,,,,,,,
2-Jul-21,135930,116360,1,Rejected,42:11.0,,,,,,,
2-Jul-21,135039,115132,9,Rejected,42:13.0,,,,,,,
2-Jul-21,129894,39464,5,Rejected,42:48.0,,,,,,,
2-Jul-21,135126,53792,9,Shipped,43:03.0,,,,,,,
2-Jul-21,126453,79548,9,Shipped,43:46.0,,,,,,,
2-Jul-21,126090,107156,4,Rejected,43:47.0,,,,,,,
2-Jul-21,136896,116732,8,Pending,44:57.0,,,,,,,
2-Jul-21,138261,93204,2,Rejected,45:19.0,,,,,,,
2-Jul-21,136797,62572,1,Shipped,45:40.0,,,,,,,
2-Jul-21,122793,78776,4,Rejected,46:14.0,,,,,,,
2-Jul-21,131466,109536,9,Rejected,47:07.0,,,,,,,
2-Jul-21,297792,179544,10,Shipped,47:10.0,,,,,,,
2-Jul-21,137637,79004,1,Shipped,48:06.0,,,,,,,
2-Jul-21,121731,84968,8,Shipped,48:21.0,,,,,,,
2-Jul-21,137085,64000,5,Rejected,48:38.0,,,,,,,
2-Jul-21,121848,76516,8,Rejected,48:51.0,,,,,,,
2-Jul-21,131064,80152,9,Rejected,49:26.0,,,,,,,
2-Jul-21,131349,101292,5,Rejected,49:40.0,,,,,,,
2-Jul-21,132411,57508,1,Rejected,49:40.0,,,,,,,
2-Jul-21,124725,105688,8,Rejected,49:43.0,,,,,,,
2-Jul-21,129252,38228,1,Rejected,49:45.0,,,,,,,
2-Jul-21,125730,83720,9,Shipped,49:53.0,,,,,,,
2-Jul-21,130770,30960,1,Shipped,49:56.0,,,,,,,
2-Jul-21,121068,66032,2,Shipped,49:59.0,,,,,,,
2-Jul-21,125637,29560,1,Rejected,50:03.0,,,,,,,
2-Jul-21,133977,59064,5,Rejected,50:07.0,,,,,,,
2-Jul-21,134994,27220,1,Rejected,50:08.0,,,,,,,
2-Jul-21,126531,99332,9,Shipped,50:12.0,,,,,,,
2-Jul-21,135225,84612,8,Rejected,50:33.0,,,,,,,
2-Jul-21,135417,77396,1,Shipped,51:13.0,,,,,,,
2-Jul-21,122130,60964,1,Rejected,51:23.0,,,,,,,
2-Jul-21,130827,50524,5,Rejected,51:26.0,,,,,,,
2-Jul-21,129339,48096,8,Rejected,51:42.0,,,,,,,
2-Jul-21,297159,55284,8,Shipped,52:16.0,,,,,,,
2-Jul-21,124728,105688,8,Rejected,52:18.0,,,,,,,
2-Jul-21,135693,60008,1,Rejected,52:21.0,,,,,,,
2-Jul-21,133251,113876,3,Rejected,53:08.0,,,,,,,
2-Jul-21,123846,53228,1,Shipped,53:19.0,,,,,,,
2-Jul-21,125988,106040,3,Rejected,53:53.0,,,,,,,
2-Jul-21,297807,114528,10,Shipped,53:54.0,,,,,,,
2-Jul-21,126168,82296,2,Rejected,54:17.0,,,,,,,
2-Jul-21,136923,49384,9,Shipped,55:02.0,,,,,,,
2-Jul-21,137649,112260,5,Shipped,55:19.0,,,,,,,
2-Jul-21,298233,24144,1,Rejected,55:20.0,,,,,,,
