fk_order_date,order_item_id,fk_product_id,fk_order_id,ordered_quantity,order_quantity_accepted,rate
1-Jul-21,70570,3284,134955,1,1,3690
1-Jul-21,70605,11107,135027,1,0,3213
1-Jul-21,70616,9919,135051,2,0,3666
1-Jul-21,70617,11130,135054,1,0,9387
1-Jul-21,70635,3605,135087,1,0,3531
1-Jul-21,70638,11162,135093,1,0,2762
1-Jul-21,70661,3610,135132,1,1,7817
1-Jul-21,70691,3284,135180,5,5,3690
1-Jul-21,70718,8219,135237,1,1,13597
1-Jul-21,70719,8219,135240,2,2,13288.2
1-Jul-21,70725,10245,135249,1,0,5210.5
1-Jul-21,70743,9919,135279,2,2,3702
1-Jul-21,70759,10520,135318,1,1,3571.32
1-Jul-21,70777,8219,135357,1,0,7415.25
1-Jul-21,70814,9174,135417,1,1,5526
1-Jul-21,70891,1041,135555,1,1,4455
1-Jul-21,70898,9925,135567,2,0,2435
1-Jul-21,70929,1548,135633,2,2,10509
1-Jul-21,70939,11107,135654,2,2,3166
1-Jul-21,70966,3611,135696,1,0,3149
1-Jul-21,70970,12701,135702,1,1,5013.56
1-Jul-21,71021,9913,135807,1,0,4761
1-Jul-21,71226,10975,136182,1,0,22008.5
1-Jul-21,71288,12921,136275,2,2,7711.86
1-Jul-21,71312,8219,136323,1,1,13288.2
1-Jul-21,71333,10236,136368,2,0,1257.6
1-Jul-21,71357,12762,136419,8,0,850
1-Jul-21,71383,11118,136467,5,2,2722
1-Jul-21,71401,10235,136506,1,1,1369.9
1-Jul-21,71428,11186,136557,3,0,3499
1-Jul-21,71463,10235,136626,3,0,1398
1-Jul-21,71487,12686,136671,1,0,1619.05
1-Jul-21,71518,9901,136725,1,0,4002
1-Jul-21,71559,11107,136794,1,1,3166
1-Jul-21,71573,11118,136833,5,5,2142
1-Jul-21,71575,9925,136839,30,30,3152.54
1-Jul-21,71576,9925,136842,30,0,3152.54
1-Jul-21,71614,11960,136923,3,3,3393.22
1-Jul-21,71641,11118,136968,5,0,2722
1-Jul-21,71693,11264,137076,2,0,3160
1-Jul-21,71744,3284,137184,1,1,3634
1-Jul-21,71803,8444,137283,1,0,6345
1-Jul-21,71805,8255,137289,2,2,1903
1-Jul-21,71821,8131,137325,1,0,8379
1-Jul-21,71830,8444,137337,3,3,6207
1-Jul-21,71900,11143,137469,1,1,3295
1-Jul-21,71961,11241,137598,10,0,4093
1-Jul-21,71975,1038,137625,1,0,6985
1-Jul-21,71978,8444,137628,1,0,6166
1-Jul-21,72004,1038,137673,1,1,6988
1-Jul-21,72054,11118,137775,1,0,2142
1-Jul-21,72063,7640,137802,2,2,13886
1-Jul-21,72090,3611,137847,1,1,3484
1-Jul-21,72131,7271,137916,1,0,2239
1-Jul-21,72148,8420,137949,1,1,5756
1-Jul-21,72219,1040,138075,5,0,3483
1-Jul-21,72236,11156,138102,2,0,4460
1-Jul-21,72241,9174,138111,10,0,5526
1-Jul-21,72299,1043,138240,2,2,20310
1-Jul-21,72332,11140,138297,1,0,4137
1-Jul-21,72382,7640,138408,1,1,13886
1-Jul-21,72414,11143,138474,1,0,2507
1-Jul-21,146934,9901,296751,1,0,3900
1-Jul-21,146944,7271,296763,1,1,2591
1-Jul-21,146978,7547,296829,1,0,14961
1-Jul-21,146997,9171,296865,1,1,6808
1-Jul-21,147008,14349,296883,2,2,32992
1-Jul-21,147061,8221,296985,1,1,6182
1-Jul-21,147069,8428,297000,1,0,1689
1-Jul-21,147113,10248,297087,20,20,5671.5
1-Jul-21,147214,10204,297312,1,1,4024
1-Jul-21,147220,3615,297327,1,1,6041
1-Jul-21,147255,10235,297393,2,0,1446
1-Jul-21,147301,1041,297477,1,0,5616
1-Jul-21,147315,1041,297504,1,0,5090
1-Jul-21,147328,11138,297531,1,0,73379
1-Jul-21,147332,13750,297540,1,1,3878
2-Jul-21,62616,8221,119889,1,0,2726.15
2-Jul-21,62620,1548,119895,2,0,5551
2-Jul-21,62625,1548,119901,2,0,10763
2-Jul-21,62642,11958,119922,1,0,3737
2-Jul-21,62645,11143,119928,2,0,2810
2-Jul-21,62696,1039,120030,3,3,2478
2-Jul-21,62707,3603,120057,5,0,5629
2-Jul-21,62750,1548,120162,5,0,10509
2-Jul-21,62797,12710,120267,5,0,9600
2-Jul-21,62858,11138,120399,1,1,6496
2-Jul-21,62904,10235,120483,2,0,1368.99
2-Jul-21,62907,8449,120489,1,0,6414
2-Jul-21,62910,1039,120492,2,2,2280
2-Jul-21,62940,10235,120540,3,0,1324.5
2-Jul-21,63015,8438,120708,1,0,3393
2-Jul-21,63045,8210,120765,1,0,13584.9
2-Jul-21,63051,10529,120765,1,0,14065
2-Jul-21,63054,11139,120765,2,0,3995.73
2-Jul-21,63059,8325,120771,2,2,12235.2
2-Jul-21,63077,11146,120810,1,0,4367
2-Jul-21,63090,10235,120843,2,2,1350
2-Jul-21,63097,7586,120858,3,0,10027.1
2-Jul-21,63144,11907,120951,1,1,3932.25
2-Jul-21,63147,11146,120957,1,1,3674.88
2-Jul-21,63171,8425,120996,3,3,3374
2-Jul-21,63212,10236,121050,7,0,1257.76
2-Jul-21,63226,11125,121086,2,0,1892
2-Jul-21,63254,9915,121128,2,2,3043.22
2-Jul-21,63334,11120,121293,1,0,17016.8
2-Jul-21,63355,3620,121335,2,2,4857
2-Jul-21,63407,7575,121458,1,0,5745.25
2-Jul-21,63459,8428,121539,3,0,1635
2-Jul-21,63579,8438,121677,3,0,3511
2-Jul-21,63724,7528,121971,1,0,8097.5
2-Jul-21,63725,7640,121974,1,0,12883.8
2-Jul-21,63762,8457,122055,1,0,15222
2-Jul-21,63816,11139,122154,1,0,3738
2-Jul-21,63859,1041,122226,1,0,4455
2-Jul-21,63862,1041,122229,1,0,4455
2-Jul-21,63875,7640,122247,13,13,12883.8
2-Jul-21,63897,10235,122289,5,5,1368.99
2-Jul-21,63899,12652,122292,1,0,7203.4
2-Jul-21,63924,8219,122343,1,0,13597
2-Jul-21,63976,3615,122433,1,1,4236
2-Jul-21,63996,11147,122472,2,2,1470
2-Jul-21,64001,10235,122484,2,2,1368.99
2-Jul-21,64028,8439,122535,3,3,2010
2-Jul-21,64034,10235,122544,1,0,1325
2-Jul-21,64040,10236,122547,1,1,1293
2-Jul-21,64149,11156,122730,11,9,4474
2-Jul-21,64153,8425,122736,1,1,4106
2-Jul-21,64154,11107,122736,2,2,3213
2-Jul-21,64191,8221,122820,4,0,2726.15
2-Jul-21,64209,8444,122853,2,2,3271.8
2-Jul-21,64212,9925,122862,4,0,3038
2-Jul-21,64254,12482,122928,1,0,3009.34
2-Jul-21,64291,3610,122994,4,0,12364
2-Jul-21,64293,11156,122997,17,0,4474
2-Jul-21,64315,10235,123033,1,1,1368.99
2-Jul-21,64388,2862,123159,1,1,4200
2-Jul-21,64402,11899,123186,1,0,11410
2-Jul-21,64419,12683,123201,1,0,2500
2-Jul-21,64437,9792,123228,1,0,1485
2-Jul-21,64443,12700,123243,2,0,6940.7
2-Jul-21,64448,7472,123252,1,0,4800
2-Jul-21,64562,12762,123471,2,0,798.02
2-Jul-21,64586,8438,123516,1,0,3629
2-Jul-21,64626,7533,123597,1,0,4882
2-Jul-21,64653,10225,123651,2,0,3971.75
2-Jul-21,64655,10236,123651,2,0,1257.76
2-Jul-21,64664,3620,123669,1,0,5536
2-Jul-21,64674,1041,123684,1,0,4423.22
2-Jul-21,64691,8425,123714,10,0,3468
2-Jul-21,64707,8751,123750,1,1,4200
2-Jul-21,64735,10235,123798,4,0,1350
2-Jul-21,64758,7858,123846,1,1,2688
2-Jul-21,64768,1040,123861,1,0,3435.81
2-Jul-21,64786,12749,123885,2,0,4027.25
2-Jul-21,64829,8325,123975,5,0,9576.27
2-Jul-21,64937,9796,124167,1,0,2656.8
2-Jul-21,64939,10235,124173,1,0,1369.9
2-Jul-21,64989,8444,124263,1,0,5872
2-Jul-21,64997,10236,124275,2,2,1302.5
2-Jul-21,65018,1043,124305,1,1,5320
2-Jul-21,65027,12482,124326,1,0,3009.34
2-Jul-21,65036,8435,124344,1,0,11888
2-Jul-21,65042,8664,124350,4,0,2288.2
2-Jul-21,65053,10235,124368,2,2,1325
2-Jul-21,65064,8425,124389,1,0,3468
2-Jul-21,65069,10236,124401,1,1,1302.5
2-Jul-21,65123,12404,124503,3,0,4115.82
2-Jul-21,65150,11146,124569,5,0,8384
2-Jul-21,65165,12800,124596,5,5,8
2-Jul-21,65178,11173,124602,1,0,8678
2-Jul-21,65185,9915,124608,2,0,2881
2-Jul-21,65204,3635,124632,1,0,3937
2-Jul-21,65255,9925,124761,8,8,3038
2-Jul-21,65319,12795,124896,21,20,685
2-Jul-21,65374,12700,125019,1,1,7924
2-Jul-21,65446,3284,125157,1,0,3437
2-Jul-21,65451,7666,125169,999,0,10182
2-Jul-21,65473,9916,125205,2,0,2797
2-Jul-21,65514,7666,125292,1,0,10678
2-Jul-21,65547,9925,125358,22,0,3038
2-Jul-21,65553,7890,125367,2,0,2321
2-Jul-21,65565,8432,125391,2,0,3899
2-Jul-21,65617,10210,125502,4,0,2506
2-Jul-21,65633,12697,125523,25,25,833.333
2-Jul-21,65680,1041,125595,1,1,4252
2-Jul-21,65759,12487,125745,1,0,3423
2-Jul-21,65785,11168,125796,1,0,6006
2-Jul-21,65811,8210,125847,1,0,13007
2-Jul-21,65885,1043,125961,1,1,10533
2-Jul-21,65894,12487,125982,1,0,3423
2-Jul-21,65916,9900,126030,1,0,2995
2-Jul-21,65920,8444,126039,1,0,5940
2-Jul-21,66008,3603,126249,1,1,6197
2-Jul-21,66027,9895,126282,10,0,1295
2-Jul-21,66098,3284,126426,5,0,3306
2-Jul-21,66117,8425,126459,2,0,3978.5
2-Jul-21,66160,7541,126543,1,1,1523
2-Jul-21,66164,12700,126555,1,0,7924
2-Jul-21,66225,1040,126666,1,0,3618
2-Jul-21,66386,8413,126963,4,0,2037
2-Jul-21,66397,8219,126987,7,7,14238
2-Jul-21,66401,8444,126999,1,0,3252
2-Jul-21,66409,10235,127017,5,0,1325
2-Jul-21,66423,1038,127053,1,1,6985
2-Jul-21,66434,3279,127074,1,1,5461
2-Jul-21,66448,1040,127098,1,1,3551
2-Jul-21,66534,7666,127254,1,1,10678
2-Jul-21,66548,11172,127287,2,0,2625
2-Jul-21,66563,11265,127329,1,0,13334
2-Jul-21,66567,9925,127341,1,1,3038
2-Jul-21,66610,1041,127425,1,1,4528
2-Jul-21,66621,1038,127446,1,0,8030
2-Jul-21,66680,9789,127563,5,5,2966.1
2-Jul-21,66709,10204,127608,1,0,3711
2-Jul-21,66730,7827,127632,1,0,6575.59
2-Jul-21,66750,8210,127662,1,1,13393
2-Jul-21,66830,11146,127788,1,0,8474
2-Jul-21,66857,11932,127821,1,0,6979.83
2-Jul-21,66862,11152,127827,1,0,6955
2-Jul-21,66958,10225,128043,1,1,4177.1
2-Jul-21,67041,9925,128208,1,1,3038
2-Jul-21,67048,11121,128223,2,0,2532
2-Jul-21,67154,1040,128430,1,0,3823
2-Jul-21,67171,2282,128472,1,0,4000
2-Jul-21,67221,7858,128586,1,0,3213
2-Jul-21,67231,8452,128601,1,0,6149
2-Jul-21,67275,11106,128688,4,4,4120
2-Jul-21,67316,8219,128757,1,1,13601.7
2-Jul-21,67321,8335,128769,3,3,2597
2-Jul-21,67395,11155,128922,1,0,12758
2-Jul-21,67417,11118,128961,1,1,2478
2-Jul-21,67438,1038,128997,5,0,6985
2-Jul-21,67442,1041,129000,5,5,4240
2-Jul-21,67462,8386,129039,1,0,7329
2-Jul-21,67467,8462,129054,1,0,3721
2-Jul-21,67473,1043,129066,1,0,5320
2-Jul-21,67491,9919,129096,1,1,3666
2-Jul-21,67493,1805,129102,10,10,18733
2-Jul-21,67501,10235,129114,4,4,1368.99
2-Jul-21,67516,1040,129135,91,0,3483
2-Jul-21,67622,11143,129348,1,0,3295
2-Jul-21,67646,10236,129408,2,0,1302.5
2-Jul-21,67663,8444,129444,2,0,6203
2-Jul-21,67702,11140,129513,2,0,8253
2-Jul-21,67751,11907,129606,1,1,3932.25
2-Jul-21,67768,8210,129639,1,1,6720
2-Jul-21,67891,8210,129882,1,0,12788
2-Jul-21,67898,12420,129903,4,0,1776.64
2-Jul-21,67921,9899,129957,1,0,1711
2-Jul-21,67978,3279,130074,2,0,5837
2-Jul-21,67990,8425,130092,1,0,4310
2-Jul-21,68008,12802,130113,1,0,2210.8
2-Jul-21,68024,9919,130143,2,2,3702
2-Jul-21,68071,10235,130242,5,0,1369.9
2-Jul-21,68078,1548,130263,5,5,10509
2-Jul-21,68162,9915,130413,2,0,2881
2-Jul-21,68224,11118,130533,1,0,2898
2-Jul-21,68230,8807,130548,1,0,6904
2-Jul-21,68259,12502,130608,1,0,22000
2-Jul-21,68443,8219,130959,18,0,13288.2
2-Jul-21,68466,9916,130992,1,1,2619
2-Jul-21,68475,10226,131010,2,2,3593.2
2-Jul-21,68496,9925,131058,4,4,3038
2-Jul-21,68510,9174,131082,1,1,5297
2-Jul-21,68521,8219,131100,1,1,13597
2-Jul-21,68525,8684,131106,1,0,2578
2-Jul-21,68558,8219,131172,4,0,13288.2
2-Jul-21,68578,1043,131208,1,0,5320
2-Jul-21,68602,9920,131244,1,0,2894
2-Jul-21,68721,12762,131466,2,0,798.02
2-Jul-21,68737,9916,131508,1,0,2797
2-Jul-21,68740,9916,131511,1,0,2619
2-Jul-21,68741,11246,131514,2,0,3047
2-Jul-21,68788,10235,131601,2,2,1344.5
2-Jul-21,68810,8219,131637,4,4,13288.2
2-Jul-21,68817,1038,131646,1,0,6724
2-Jul-21,68845,9174,131661,1,1,5297
2-Jul-21,68866,7704,131691,1,0,2959
2-Jul-21,68924,1548,131814,7,7,5127.12
2-Jul-21,68933,11123,131826,3,2,3352
2-Jul-21,68938,8131,131835,1,1,8379
2-Jul-21,68955,8219,131877,27,0,13288.2
2-Jul-21,68966,8221,131901,2,0,2789
2-Jul-21,69048,8444,132045,1,0,5940
2-Jul-21,69107,11735,132156,1,1,6699
